Date Collected,Station Name,Total Snow Depth (in),Ave Snow Depth (in),Ave Water Content (in),Ave Density (percent),Method,Precip Reading       (in)
14-Mar-02,Tsaile IA,83.5,16.7,2.8,17,TS,11.25
26-Mar-02,Tsaile IA,54.5,10.9,3.4,31,TS,11.8
28-Dec-01,Tsaile III,75.5,15.1,3.6,24,TS,12.7
15-Jan-02,Tsaile III,78.5,15.7,4.2,27,TS,14.45
01-Feb-02,Tsaile III,83.5,16.7,4.5,27,TS,14.4
14-Feb-02,Tsaile III,74,14.8,4.1,28,TS,14.7
28-Feb-02,Tsaile III,73,14.6,4,27,TS,14.9
15-Mar-02,Tsaile III,39,7.8,2.8,36,TS,15.1
26-Mar-02,Tsaile III,22.5,4.5,1.3,29,BS,16
27-Dec-01,Whiskey Creek,63,12.6,3,24,TS,5.7
14-Jan-02,Whiskey Creek,65.5,13.1,3.1,24,TS,8.2
30-Jan-02,Whiskey Creek,81.5,16.3,3.3,20,TS,8.42
13-Feb-02,Whiskey Creek,73,14.6,3.6,25,TS,8.5
27-Feb-02,Whiskey Creek,68.5,13.7,3.2,23,TS,18.6
14-Mar-02,Whiskey Creek,55,11,2.5,24,TS,8.7
28-Mar-02,Whiskey Creek,0,0,0,0,NSM,9.1
30-Dec-02,Arbab's Forest,42.5,8.5,1,12,TS,9.6
13-Jan-03,Arbab's Forest,26,5.2,1.6,31,BS,9.8
30-Jan-03,Arbab's Forest,12.5,2.5,0.9,36,BS,9.79
13-Feb-03,Arbab's Forest,0,0,0,0,NSM,10
27-Feb-03,Arbab's Forest,28,5.6,1,18,BS,11.5
13-Mar-03,Arbab's Forest,0,0,0,0,NSM,12
27-Mar-03,Arbab's Forest,0,0,0,0,NSM,13.4
30-Dec-02,Beaver Spring,66.5,13.3,3,23,TS,15.5
14-Jan-03,Beaver Spring,69.5,13.9,3.8,27,TS,16
30-Jan-03,Beaver Spring,58,11.6,3.2,28,TS,16.1
13-Feb-03,Beaver Spring,57,11.4,3.6,32,TS,16.3
26-Feb-03,Beaver Spring,126.5,25.3,5.5,22,TS,19.2
12-Mar-03,Beaver Spring,133,26.6,8.8,33,TS,22.1
27-Mar-03,Beaver Spring,135.5,27.1,9.6,35,TS,8.6
02-Jan-03,Bowl Canyon,56.5,11.3,2.5,22,TS,11.2
13-Jan-03,Bowl Canyon,67.5,13.5,3.4,25,TS,11.6
31-Jan-03,Bowl Canyon,62,12.4,3.3,27,TS,11.65
14-Feb-03,Bowl Canyon,50,10,3.4,34,TS,12.2
28-Feb-03,Bowl Canyon,169,33.8,7.2,21,TS,15.9
14-Mar-03,Bowl Canyon,111,22.2,7.7,35,TS,16.9
28-Mar-03,Bowl Canyon,103.5,20.7,8.1,39,TS,18.5
17-Apr-03,Bowl Canyon,39,7.8,3.5,45,TS,18.9
30-Dec-02,Fluted Rock,31.5,6.3,1,16,TS,9.83
13-Jan-03,Fluted Rock,24.5,4.9,1.4,29,BS,10.1
30-Jan-03,Fluted Rock,0,0,0,0,NSM,10.05
13-Feb-03,Fluted Rock,0,0,0,0,NSM,10.2
27-Feb-03,Fluted Rock,45,9,1.8,20,BS,12
13-Mar-03,Fluted Rock,34.5,6.9,2.5,36,TS,12.75
27-Mar-03,Fluted Rock,16.5,3.3,1.3,39,BS,14
30-Dec-02,Hidden Valley,56,11.2,2.6,23,TS,10.1
15-Jan-03,Hidden Valley,62,12.4,3,24,TS,10.4
30-Jan-03,Hidden Valley,58.5,11.7,3.5,30,TS,11.4
13-Feb-03,Hidden Valley,44,8.8,2.4,27,TS,10.7
27-Feb-03,Hidden Valley,121,24.2,5.5,23,TS,12.6
13-Mar-03,Hidden Valley,112,22.4,8,36,TS,13.7
27-Mar-03,Hidden Valley,110.5,22.1,9.4,43,TS,14.6
31-Dec-02,Missionary Spring,42.5,8.5,3,35,TS,9.45
14-Jan-03,Missionary Spring,45.5,9.1,2.8,31,BS,9.92
31-Jan-03,Missionary Spring,17,3.4,1.1,32,BS,9.95
13-Feb-03,Missionary Spring,0,0,0,0,NSM,10.12
28-Feb-03,Missionary Spring,92.8,18.6,3.2,17,TS,12.7
12-Mar-03,Missionary Spring,43,8.6,3.3,38,TS,13.02
27-Mar-03,Missionary Spring,14.5,2.9,0.2,7,BS,14.1
31-Dec-02,Tsaile I,52,10.4,2.3,22,TS,13.8
14-Jan-03,Tsaile I,58,11.6,3.2,28,TS,
29-Jan-03,Tsaile I,47.5,9.5,3,32,BS,14.4
12-Feb-03,Tsaile I,39.5,7.9,2.7,34,BS,14.5
26-Feb-03,Tsaile I,90,18,3.9,22,TS,17.9
12-Mar-03,Tsaile I,97,19.4,6.9,36,TS,20.55
26-Mar-03,Tsaile I,80.5,16.1,7,43,TS,23.5
31-Dec-02,Tsaile IA,87,17.4,4.3,25,TS,
14-Jan-03,Tsaile IA,100,20,5.1,26,TS,14.3
29-Jan-03,Tsaile IA,94.5,18.9,5.3,28,TS,
12-Feb-03,Tsaile IA,96.5,19.3,5.5,28,TS,14.5
26-Feb-03,Tsaile IA,165,33,8.7,26,TS,17.9
12-Mar-03,Tsaile IA,179.5,35.9,11.4,32,TS,
26-Mar-03,Tsaile IA,164,32.8,12.6,38,TS,
31-Dec-02,Tsaile III,88.5,17.7,4.3,24,TS,14.2
14-Jan-03,Tsaile III,96.5,19.3,5.5,28,TS,15.35
29-Jan-03,Tsaile III,82.5,16.5,5.2,32,TS,15.3
12-Feb-03,Tsaile III,75.5,15.1,5.1,34,TS,15.3
26-Feb-03,Tsaile III,143,28.6,7.7,27,TS,16.1
12-Mar-03,Tsaile III,162.5,32.5,11.2,34,TS,5.92
26-Mar-03,Tsaile III,154.5,30.9,12.2,39,TS,5.6
30-Dec-02,Whiskey Creek,69.5,13.9,3.3,24,TS,10.2
15-Jan-03,Whiskey Creek,81,16.2,4.1,25,TS,10.55
30-Jan-03,Whiskey Creek,77,15.4,4.3,28,TS,10.6
13-Feb-03,Whiskey Creek,69.5,13.9,4,29,TS,10.9
03-Mar-03,Whiskey Creek,167.5,33.5,8.7,26,TS,14
13-Mar-03,Whiskey Creek,142.5,28.5,8.9,31,TS,14.55
27-Mar-03,Whiskey Creek,147,29.4,11,37,TS,16.1
30-Dec-03,Arbab's Forest,22.5,4.5,0.8,18,BS,9.9
14-Jan-04,Arbab's Forest,15,3,1,33,BS,10.1
29-Jan-04,Arbab's Forest,30.5,6.1,1.6,26,BS,11.8
12-Feb-04,Arbab's Forest,46,9.2,2,22,BS,11
26-Feb-04,Arbab's Forest,30,6,1.8,30,BS,11.7
11-Mar-04,Arbab's Forest,16,3.2,1,31,BS,11.7
01-Apr-04,Arbab's Forest,0,0,0,0,NSM,
30-Dec-03,Beaver Spring,66,13.2,2.6,20,TS,11.3
14-Jan-04,Beaver Spring,64,12.8,3.4,27,TS,13
28-Jan-04,Beaver Spring,99.5,19.9,4.5,23,TS,16.1
11-Feb-04,Beaver Spring,143,28.6,6.7,23,TS,18
26-Feb-04,Beaver Spring,140,28,6.9,25,TS,18.7
11-Mar-04,Beaver Spring,140.5,28.1,8.6,31,TS,20.3
31-Mar-04,Beaver Spring,0,0,0,0,NSM,
31-Dec-03,Bowl Canyon,49.5,9.9,2,20,TS,11
15-Jan-04,Bowl Canyon,72.5,14.5,2.9,20,TS,11.7
29-Jan-04,Bowl Canyon,99,19.8,4,20,TS,12.4
12-Feb-04,Bowl Canyon,118.5,23.7,4.9,21,TS,13.6
27-Feb-04,Bowl Canyon,127,25.4,6,24,TS,14.2
10-Mar-04,Bowl Canyon,129,25.8,7.5,29,TS,15.9
29-Mar-04,Bowl Canyon,23.5,4.7,1.3,28,BS,
30-Dec-03,Fluted Rock,27,5.4,1,19,BS,10
15-Jan-04,Fluted Rock,39.5,7.9,1.6,20,BS,10.4
29-Jan-04,Fluted Rock,50,10,2.2,22,BS,10.9
12-Feb-04,Fluted Rock,73,14.6,3.2,22,TS,11.33
26-Feb-04,Fluted Rock,68,13.6,3.2,24,TS,11.85
11-Mar-04,Fluted Rock,64,12.8,3.8,30,BS,12.8
01-Apr-04,Fluted Rock,0,0,0,0,NSM,
30-Dec-03,Hidden Valley,37.5,7.5,1.5,20,BS,10.3
14-Jan-04,Hidden Valley,49,9.8,2.1,21,BS,10.7
28-Jan-04,Hidden Valley,72,14.4,3.6,25,TS,11.2
11-Feb-04,Hidden Valley,107,21.4,4.6,21,TS,12
26-Feb-04,Hidden Valley,107,21.4,5.5,26,TS,12.5
12-Mar-04,Hidden Valley,97,19.4,5.9,30,TS,13.3
01-Apr-04,Hidden Valley,,,,,NST,
15-Apr-04,Hidden Valley,,,,,NST,
30-Apr-04,Hidden Valley,0,0,0,0,NSM,
29-Dec-03,Missionary Spring,34,6.8,1.1,16,BS,11.3
15-Jan-04,Missionary Spring,50.5,10.1,2.1,21,BS,12.1
28-Jan-04,Missionary Spring,68,13.6,3.3,24,TS,12.8
12-Feb-04,Missionary Spring,84,16.8,3.9,23,TS,13.4
27-Feb-04,Missionary Spring,73,14.6,4.6,32,TS,13.9
10-Mar-04,Missionary Spring,57.5,11.5,3.6,31,TS,14.82
01-Apr-04,Missionary Spring,,,,,NST,
15-Apr-04,Missionary Spring,,,,,NST,
29-Apr-04,Missionary Spring,0,0,0,0,NSM,
29-Dec-03,Tsaile I,46,9.2,1.8,20,BS,
13-Jan-04,Tsaile I,56.5,11.3,2.9,26,TS,10.6
27-Jan-04,Tsaile I,90,18,4,22,TS,11.2
10-Feb-04,Tsaile I,127,25.4,5.7,22,TS,13.3
25-Feb-04,Tsaile I,121.5,24.3,5.6,23,TS,13.8
09-Mar-04,Tsaile I,124.5,24.9,6.5,26,TS,15.6
01-Apr-04,Tsaile I,,,,,NST,
15-Apr-04,Tsaile I,,,,,NST,
30-Apr-04,Tsaile I,0,0,0,0,NSM,
29-Dec-03,Tsaile IA,82.5,16.5,2.9,18,TS,
13-Jan-04,Tsaile IA,90.5,18.1,4.3,24,TS,10.6
27-Jan-04,Tsaile IA,127,25.4,5.1,20,TS,
10-Feb-04,Tsaile IA,165.5,33.1,7.4,22,TS,
25-Feb-04,Tsaile IA,163.5,32.7,7.6,23,TS,
09-Mar-04,Tsaile IA,173,34.6,9.4,27,TS,
01-Apr-04,Tsaile IA,,,,,NST,
15-Apr-04,Tsaile IA,,,,,NST,
30-Apr-04,Tsaile IA,33.5,6.7,2.2,33,BS,
30-Dec-03,Tsaile III,79,15.8,3.1,20,TS,11.8
13-Jan-04,Tsaile III,88.5,17.7,4.6,26,TS,12.8
27-Jan-04,Tsaile III,130,26,6.1,23,TS,13.9
10-Feb-04,Tsaile III,163.5,32.7,7.8,24,TS,15.7
25-Feb-04,Tsaile III,165.5,33.1,8,24,TS,16.3
09-Mar-04,Tsaile III,154,30.8,9.3,30,TS,17.4
01-Apr-04,Tsaile III,,,,,NST,
15-Apr-04,Tsaile III,,,,,NST,
30-Apr-04,Tsaile III,0,0,0,0,NSM,
31-Dec-03,Whiskey Creek,67.5,13.5,3.1,23,TS,10.8
15-Jan-04,Whiskey Creek,85,17,3.8,22,TS,11.4
29-Jan-04,Whiskey Creek,119,23.8,6.3,26,TS,12
12-Feb-04,Whiskey Creek,140.5,28.1,6.9,25,TS,12.7
27-Feb-04,Whiskey Creek,153.5,30.7,8.4,27,TS,13.5
12-Mar-04,Whiskey Creek,135.5,27.1,8.6,32,TS,14.6
01-Apr-04,Whiskey Creek,,,,,NST,
15-Apr-04,Whiskey Creek,,,,,NST,
30-Apr-04,Whiskey Creek,31.5,6.3,2,32,BS,
03-Jan-05,Arbab's Forest,13.5,2.7,0.2,7,BS,12.02
13-Jan-05,Arbab's Forest,18,3.6,0.8,22,BS,13.5
31-Jan-05,Arbab's Forest,6.5,1.3,0.2,15,BS,13.9
14-Feb-05,Arbab's Forest,5,1,0.4,40,BS,15.5
28-Feb-05,Arbab's Forest,8.5,1.7,0.8,47,BS,17.5
14-Mar-05,Arbab's Forest,22.9,4.6,0.4,9,BS,19
01-Apr-05,Arbab's Forest,0,0,0,0,NSM,20.12
06-Jan-05,Beaver Spring,110.5,22.1,5.4,24,TS,
12-Jan-05,Beaver Spring,170.5,34.1,8.7,26,TS,19.2
26-Jan-05,Beaver Spring,123,24.6,8.1,33,TS,19.3
14-Feb-05,Beaver Spring,184,36.8,11.5,31,TS,22.5
01-Mar-05,Beaver Spring,210.5,42.1,13.5,32,TS,
15-Mar-05,Beaver Spring,176,35.2,12.6,36,TS,
01-Apr-05,Beaver Spring,211.5,42.3,14.5,34,TS,
03-Jan-05,Bowl Canyon,71.5,14.3,3.2,22,TS,13.7
10-Jan-05,Bowl Canyon,108.5,21.7,5,23,TS,15.4
25-Jan-05,Bowl Canyon,115.5,23.1,5.8,25,TS,16.3
11-Feb-05,Bowl Canyon,181.5,36.3,9.4,26,TS,18.3
28-Feb-05,Bowl Canyon,214.5,42.9,13.3,31,TS,22.1
14-Mar-05,Bowl Canyon,198,39.6,12.6,32,TS,7.75
30-Mar-05,Bowl Canyon,212,42.4,14.7,35,TS,9.2
03-Jan-05,Fluted Rock,20,4,0.8,20,BS,12.3
14-Jan-05,Fluted Rock,41.5,8.3,2.4,29,BS,14.02
27-Jan-05,Fluted Rock,21.5,4.3,1.4,33,BS,14.5
14-Feb-05,Fluted Rock,34,6.8,2.8,41,BS,16.53
01-Mar-05,Fluted Rock,53.5,10.7,2.8,26,BS,18.6
15-Mar-05,Fluted Rock,20.5,4.1,1.1,27,BS,19.6
01-Apr-05,Fluted Rock,12,2.4,0.8,33,BS,21.13
05-Jan-05,Hidden Valley,44.5,8.9,2.2,25,BS,15.9
12-Jan-05,Hidden Valley,71.5,14.3,4,28,TS,17.7
27-Jan-05,Hidden Valley,80,16,5.2,33,TS,18
14-Feb-05,Hidden Valley,112.5,22.5,7.2,32,TS,20.5
01-Mar-05,Hidden Valley,143,28.6,10.2,36,TS,23.15
15-Mar-05,Hidden Valley,118.5,23.7,9.7,41,TS,
30-Mar-05,Hidden Valley,160.5,32.1,11.8,37,TS,23.3
04-Jan-05,Missionary Spring,24,4.8,0.8,17,BS,13.18
13-Jan-05,Missionary Spring,46.5,9.3,2.4,26,BS,14.43
28-Jan-05,Missionary Spring,24,4.8,1.3,27,BS,15.23
15-Feb-05,Missionary Spring,42,8.4,2.6,31,BS,16.7
02-Mar-05,Missionary Spring,45,9,3.3,37,BS,18.5
16-Mar-05,Missionary Spring,11.5,2.3,0.4,17,BS,18.9
31-Mar-05,Missionary Spring,7.5,1.5,0.2,13,BS,20.05
04-Jan-05,Tsaile I,59.5,11.9,2.8,24,TS,18.5
11-Jan-05,Tsaile I,59,11.8,4.1,35,TS,20.5
26-Jan-05,Tsaile I,62.5,12.5,4.9,39,TS,21.3
14-Feb-05,Tsaile I,110,22,7.4,34,TS,24.7
01-Mar-05,Tsaile I,117.5,23.5,8.9,38,TS,27.1
15-Mar-05,Tsaile I,71.5,14.3,6.2,43,TS,27.5
01-Apr-05,Tsaile I,102.5,20.5,8.8,43,TS,31
04-Jan-05,Tsaile IA,96.5,19.3,3.9,20,TS,18.5
11-Jan-05,Tsaile IA,106,21.2,5.6,26,TS,
26-Jan-05,Tsaile IA,112.5,22.5,6.5,29,TS,
14-Feb-05,Tsaile IA,165,33,8.9,27,TS,
01-Mar-05,Tsaile IA,175,35,11,31,TS,
15-Mar-05,Tsaile IA,150.5,30.1,10.5,35,TS,
01-Apr-05,Tsaile IA,174.5,34.9,12.8,37,TS,31
04-Jan-05,Tsaile III,98,19.6,4.6,23,TS,17.1
11-Jan-05,Tsaile III,106.5,21.3,6.4,30,TS,18.5
26-Jan-05,Tsaile III,101,20.2,6.4,32,TS,19
14-Feb-05,Tsaile III,166,33.2,10.5,32,TS,22.5
01-Mar-05,Tsaile III,192.5,38.5,12.3,32,TS,24.25
15-Mar-05,Tsaile III,153.5,30.7,11.3,37,TS,25.1
01-Apr-05,Tsaile III,180,36,14.3,40,TS,28.3
03-Jan-05,Whiskey Creek,74,14.8,3.5,24,TS,15.6
10-Jan-05,Whiskey Creek,117.5,23.5,5.8,25,TS,16.85
25-Jan-05,Whiskey Creek,119,23.8,7.3,31,TS,8.7
11-Feb-05,Whiskey Creek,171,34.2,9.2,27,TS,10.7
28-Feb-05,Whiskey Creek,222,44.4,14,32,TS,13.8
14-Mar-05,Whiskey Creek,183,36.6,12.8,35,TS,14.1
30-Mar-05,Whiskey Creek,212.5,42.5,14.3,34,TS,15.6
28-Feb-06,Arbab's Forest,0,0,0,0,NSM,0.07
27-Feb-06,Bowl Canyon,15.5,3.1,0.6,19,BS,0.13
28-Feb-06,Fluted Rock,0,0,0,0,NSM,0.08
28-Feb-06,Hidden Valley,0,0,0,0,NSM,0.04
27-Feb-06,Missionary Spring,0,0,0,0,NSM,0.17
28-Feb-06,Tsaile I,0,0,0,0,NSM,"0.27
0.27"
28-Feb-06,Tsaile III,13.5,2.7,0.6,22,BS,.28
27-Feb-06,Whiskey Creek,12,2.4,0.5,21,BS,.20
15-Feb-06,Arbab's Forest,0,0,0,0,NSM,0.10
14-Feb-06,Beaver Spring,29,5.8,1.5,26,BS,0.12
13-Feb-06,Bowl Canyon,23,4.6,0.8,17,BS,0.05
14-Feb-06,Fluted Rock,0,0,0,0,NSM,0.10
15-Feb-06,Hidden Valley,24,4.8,1.2,25,BS,0.71
13-Feb-06,Missionary Spring,0,0,0,0,NSM,0
14-Feb-06,Tsaile III,27.5,5.5,1.4,25,BS,.02
14-Feb-06,Tsaile I,27.5,5.5,1.2,22,BS,.23
13-Feb-06,Whiskey Creek,28,5.6,1.2,21,BS,.10
03-Feb-06,Beaver Spring,45.5,9.1,1.9,21,BS,1.47
30-Jan-06,Arbab's Forest,7.5,1.5,0.6,40,BS,0.45
30-Jan-06,Bowl Canyon,27,5.4,0.8,15,BS,0.80
30-Jan-06,Fluted Rock,9.5,1.9,0.4,21,BS,0.47
02-Feb-06,Hidden Valley,35.5,7.1,1.5,21,BS,.63
30-Jan-06,Missionary Spring,21,4.2,0.6,14,BS,.63
12-Jan-06,Hidden Valley,0,0,0,0,NSM,0
13-Jan-06,Missionary Spring,0,0,0,0,NSM,0.18
12-Jan-06,Tsaile III,8,1.6,0.2,13,BS,0.10
12-Jan-06,Tsaile I,0,0,0,0,NSM,0.13
13-Jan-06,Whiskey Creek,0,0,0,0,NSM,0
30-Dec-05,Arbab's Forest,0,0,0,0,NSM,0.10
30-Dec-05,Fluted Rock,0,0,0,0,NSM,0.10
31-Jan-06,Tsaile I,39.5,7.9,1.2,15,BS,1.70
01-Feb-06,Tsaile III,39,7.8,1.6,21,BS,1.20
30-Jan-06,Whiskey Creek,38.5,7.7,1.4,18,BS,.88
13-Jan-06,Arbab's Forest,0,0,0,0,NSM,0.15
12-Jan-06,Beaver Spring,7,1.4,0.2,14,BS,.13
13-Jan-06,Fluted Rock,0,0,0,0,NSM,0.03
29-Dec-05,Beaver Spring,15,3,0.3,10,BS,0.55
13-Jan-06,Bowl Canyon,0,0,0,0,NSM,0.10
28-Dec-05,Missionary Spring,0,0,0,0,NSM,0.20
28-Dec-05,Bowl Canyon,0,0,0,0,NSM,0.25
28-Dec-05,Whiskey Creek,6.5,1.3,0.2,15,BS,0.45
28-Dec-05,Hidden Valley,0,0,0,0,NSM,.60
29-Dec-05,Tsaile I,0,0,0,0,NSM,0.65
29-Dec-05,Tsaile III,8,1.6,0.2,13,BS,0.58
14-Mar-06,Arbab's Forest,46,9.2,1.8,20,BS,0.86
14-Mar-06,Beaver Spring,84,16.8,3.7,22,TS,2.15
13-Mar-06,Bowl Canyon,88,17.6,3,17,TS,2.42
15-Mar-06,Fluted Rock,41,8.2,1.6,20,BS,1.49
14-Mar-06,Hidden Valley,52.5,10.5,2.5,24,TS,1.1
15-Mar-06,Missionary Spring,46.5,9.3,2.2,24,BS,1.68
15-Mar-06,Tsaile I,56,11.2,2.5,22,TS,2.43
15-Mar-06,Tsaile III,70,14,3.1,22,TS,2.0
14-Mar-06,Whiskey Creek,90.5,18.1,3.7,20,TS,1.2
27-Mar-06,Arbab's Forest,0,0,0,0,NSM,0.15
29-Mar-06,Beaver Spring,38,7.6,2.7,36,BS,.60
30-Mar-06,Bowl Canyon,47,9.4,2.7,29,BS,.75
27-Mar-06,Fluted Rock,0,0,0,0,NSM,.10
29-Mar-06,Hidden Valley,0,0,0,0,NSM,.20
30-Mar-06,Missionary Spring,10,2,0.4,20,BS,.40
31-Mar-06,Tsaile I,16.5,3.3,0.7,21,BS,1.30
31-Mar-06,Tsaile III,41.5,8.3,2.2,27,BS,.85
01-Mar-06,Beaver Spring,14,2.8,0.8,29,BS,0.03
29-Mar-06,Whiskey Creek,37.5,7.5,3,40,BS,.15
28-Dec-06,Arbab's Forest,13,2.6,0.4,15,BS,.68
28-Dec-06,Beaver Spring,36,7.2,1.4,19,BS,1.13
27-Dec-06,Bowl Canyon,39,7.8,1.4,18,BS,1.20
28-Dec-06,Fluted Rock,10.5,2.1,0.4,19,BS,.66
29-Dec-06,Hidden Valley,54,10.8,1.1,10,BS,.95
27-Dec-06,Missionary Spring,24.5,4.9,1,20,BS,1.0
27-Dec-06,Tsaile I,25,5,1.1,22,BS,1.46
27-Dec-06,Tsaile III,38,7.6,1.5,20,BS,1.38
27-Dec-06,Whiskey Creek,37,7.4,1.4,19,BS,1.13
12-Jan-07,Arbab's Forest,18,3.6,0.7,19,BS,.30
10-Jan-07,Beaver Spring,40,8,1.8,23,BS,.80
16-Jan-07,Bowl Canyon,84,16.8,2.9,17,TS,.80
12-Jan-07,Fluted Rock,16,3.2,0.7,22,BS,.20
10-Jan-07,Hidden Valley,38,7.6,1.1,14,BS,.25
12-Jan-07,Missionary Spring,38.5,7.7,1.8,23,BS,.60
11-Jan-07,Tsaile I,39,7.8,1.5,19,BS,1.0
11-Jan-07,Tsaile III,56.5,11.3,2.4,21,BS,.90
16-Jan-07,Whiskey Creek,104.5,20.9,4.6,22,TS,.57
31-Jan-07,Arbab's Forest,75,15,2.2,15,TS,1.05
30-Jan-07,Beaver Spring,79,15.8,3.6,23,TS,1.40
29-Jan-07,Bowl Canyon,84,16.8,3.7,22,TS,.90
31-Jan-07,Fluted Rock,79,15.8,2.1,13,TS,1.90
30-Jan-07,Hidden Valley,63.5,12.7,2.5,20,TS,.75
29-Jan-07,Missionary Spring,64,12.8,2.9,23,BS,.70
30-Jan-07,Tsaile I,66.5,13.3,3.2,24,TS,.60
30-Jan-07,Tsaile III,88,17.6,4.3,24,TS,1.15
29-Jan-07,Whiskey Creek,92.5,18.5,4.3,23,TS,.80
14-Feb-07,Arbab's Forest,68,13.6,2.9,21,TS,1.25
13-Feb-07,Beaver Spring,123,24.6,5.6,23,TS,2.10
12-Feb-07,Bowl Canyon,135,27,5.7,21,TS,2.3
14-Feb-07,Fluted Rock,115.5,23.1,4.3,19,TS,1.80
13-Feb-07,Hidden Valley,94.5,18.9,4.9,26,TS,1.15
12-Feb-07,Missionary Spring,62.5,12.5,3.8,30,BS,1.50
13-Feb-07,Tsaile I,80,16,3.7,23,TS,1.40
13-Feb-07,Tsaile III,128,25.6,6.4,25,TS,2.20
12-Feb-07,Whiskey Creek,148.5,29.7,7.2,24,TS,1.73
26-Feb-07,Arbab's Forest,45,9,2.9,32,TS,.5
28-Feb-07,Beaver Spring,134.5,26.9,6.9,26,TS,1.10
27-Feb-07,Bowl Canyon,140.5,28.1,7.3,26,TS,.85
26-Feb-07,Fluted Rock,73.5,14.7,4.4,30,TS,.40
01-Mar-07,Hidden Valley,125.5,25.1,5.8,23,TS,.60
26-Feb-07,Missionary Spring,53,10.3,3.7,35,TS,.30
28-Feb-07,Tsaile I,91.5,18.3,6.1,33,TS,.30
28-Feb-07,Tsaile III,142,28.4,7.7,27,TS,.45
27-Feb-07,Whiskey Creek,151.5,30.3,8.4,28,TS,.47
14-Mar-07,Arbab's Forest,0,0,0,0,NS,0
13-Mar-07,Beaver Spring,89,17.8,6.4,36,TS,.3
14-Mar-07,Bowl Canyon,83,16.6,5.7,34,TS,.15
14-Mar-07,Fluted Rock,20,4,1.2,30,BS,".05
.05"
12-Mar-07,Hidden Valley,69,13.8,4.4,32,TS,.2
14-Mar-07,Missionary Spring,0,0,0,0,NS,.2
13-Mar-07,Tsaile I,47,9.4,3.6,38,TS,1.5
13-Mar-07,Tsaile III,91.5,18.3,6.5,36,TS,1.1
12-Mar-07,Whiskey Creek,123.5,24.7,8.6,35,TS,.4
02-Apr-07,Arbab's Forest,0,0,0,0,NS,.4
30-Mar-07,Beaver Spring,47,9.4,1.5,16,TS,1.1
29-Mar-07,Bowl Canyon,30.5,6.1,1.2,20,BS,.89
02-Apr-07,Fluted Rock,0,0,0,0,NS,.65
28-Mar-07,Hidden Valley,11,2.2,0.4,18,BS,.5
29-Mar-07,Missionary Spring,0,0,0,0,NS,.6
27-Mar-07,Tsaile I,0,0,0,0,NS,.4
27-Mar-07,Tsaile III,17,3.4,1.1,32,BS,.6
29-Mar-07,Whiskey Creek,52.5,10.5,3.4,32,TS,.7
26-Dec-07,Arbab's Forest,27,5.4,0.9,17,BS,1.05
30-Dec-07,Bowl Canyon,90.5,18.1,3.6,20,TS,
26-Dec-07,Fluted Rock,32.5,6.5,1.2,18,BS,3.45
02-Jan-08,Hidden Valley,48.5,9.7,2.6,27,TS,3.80
26-Dec-07,Missionary Spring,30.5,6.1,1.2,20,BS,4.22
27-Dec-07,Tsaile I,69,13.8,1.5,11,TS,5.75
31-Dec-07,Tsaile III,69.5,13.9,3,22,TS,"3.60
3.60"
10-Jan-08,Arbab's Forest,57,11.4,2.3,20,TS,.85
14-Jan-08,Beaver Spring,125.5,25.1,5.6,22,TS,
12-Jan-08,Bowl Canyon,132.5,26.5,5.6,21,TS,
10-Jan-08,Fluted Rock,73,14.6,3,21,TS,1.5
14-Jan-08,Hidden Valley,106.5,21.3,5,23,TS,"1.5
1.5"
10-Jan-08,Missionary Spring,67.5,13.5,2.6,19,TS,1.78
13-Jan-08,Tsaile I,112,22.4,4.9,22,TS,
13-Jan-08,Tsaile III,135.5,27.1,6.4,24,TS,3.1
12-Jan-08,Whiskey Creek,122,24.5,5.6,23,TS,
28-Jan-08,Arbab's Forest,65.5,13.1,3,23,TS,1.40
02-Feb-08,Beaver Spring,195.5,39.1,10.2,26,TS,3.3
29-Jan-08,Bowl Canyon,183,36.6,8.2,22,TS,.70
28-Jan-08,Fluted Rock,89,17.8,3.9,22,TS,1.50
02-Feb-08,Hidden Valley,147.5,29.5,7.1,24,TS,4.2
28-Jan-08,Missionary Spring,89,17.8,3.8,21,TS,1.60
03-Feb-08,Tsaile I,133,26.6,5.4,20,TS,0
03-Feb-08,Tsaile III,177,35.4,9,25,TS,1.80
01-Feb-08,Whiskey Creek,188.5,37.7,9.6,25,TS,1.60
14-Feb-08,Missionary Spring,108,21.6,5.9,27,TS,1.7
13-Feb-08,Arbab's Forest,82,16.4,4.6,29,TS,1.45
13-Feb-08,Fluted Rock,122,24.4,6.2,25,TS,1.6
12-Feb-08,Bowl Canyon,211.5,42.3,10.9,26,TS,3.1
12-Feb-08,Whiskey Creek,200,40,11.8,30,TS,1.2
12-Feb-08,Hidden Valley,177,35.4,9.8,28,TS,0
13-Feb-08,Tsaile I,142,28.4,5.9,21,TS,1.6
13-Feb-08,Tsaile III,171.5,34.3,9.6,28,TS,1.0
25-Feb-08,Arbab's Forest,77.5,15.5,4.6,30,TS,.8
27-Feb-08,Beaver Spring,253.5,50.7,15.5,31,TS,
26-Feb-08,Bowl Canyon,252,50.4,13.2,26,TS,4.1
25-Feb-08,Fluted Rock,140.5,28.1,7.4,26,TS,1.0
27-Feb-08,Hidden Valley,225,45,12.6,28,TS,1.10
29-Feb-08,Missionary Spring,135,27,7.5,28,TS,1.60
